"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"214",1998,"Colorado","3,971,000","15,008","183","1,883",NA,"3,238","9,704","Colorado","3,971,000","163,189","31,231","115,871","16,087","Colorado","3,971,000","377.9",4.6,47.4,NA,NA,NA,"Colorado","3,971,000","4,109.5","786.5","2,917.9","405.1"
"215",1998,"Connecticut","3,274,000","11,993","135","728",NA,"4,379","6,751","Connecticut","3,274,000","111,978","21,801","77,472","12,705","Connecticut","3,274,000","366.3",4.1,22.2,NA,NA,NA,"Connecticut","3,274,000","3,420.2","665.9","2,366.3","388.1"
"216",1998,"Delaware","744,000","5,672","21","499",NA,"1,445","3,707","Delaware","744,000","34,230","6,395","24,649","3,186","Delaware","744,000","762.4",2.8,67.1,NA,NA,NA,"Delaware","744,000","4,600.8","859.5","3,313.0","428.2"
"217",1998,"District of Columbia","523,000","8,988","260","190",NA,"3,606","4,932","District of Columbia","523,000","37,222","6,361","24,360","6,501","District of Columbia","523,000","1,718.5",49.7,36.3,NA,NA,NA,"District of Columbia","523,000","7,117.0","1,216.3","4,657.7","1,243.0"
"218",1998,"Florida","14,916,000","140,016","967","7,404",NA,"36,198","95,447","Florida","14,916,000","887,107","203,105","579,752","104,250","Florida","14,916,000","938.7",6.5,49.6,NA,NA,NA,"Florida","14,916,000","5,947.4","1,361.7","3,886.8","698.9"
"219",1998,"Georgia","7,642,000","43,762","618","2,322",NA,"14,308","26,514","Georgia","7,642,000","373,717","75,720","255,459","42,538","Georgia","7,642,000","572.7",8.1,30.4,NA,NA,NA,"Georgia","7,642,000","4,890.3","990.8","3,342.8","556.6"
"220",1998,"Hawaii","1,193,000","2,946","24","352",NA,"1,225","1,345","Hawaii","1,193,000","60,677","11,169","43,914","5,594","Hawaii","1,193,000","246.9",2,29.5,NA,NA,NA,"Hawaii","1,193,000","5,086.1","936.2","3,681.0","468.9"
"221",1998,"Idaho","1,229,000","3,468","36","386",NA,"264","2,782","Idaho","1,229,000","42,185","8,518","31,385","2,282","Idaho","1,229,000","282.2",2.9,31.4,NA,NA,NA,"Idaho","1,229,000","3,432.5","693.1","2,553.7","185.7"
"222",1998,"Illinois","12,045,000","97,291","1,008","4,095",NA,"29,927","62,261","Illinois","12,045,000","487,915","97,792","337,191","52,932","Illinois","12,045,000","807.7",8.4,34,NA,NA,NA,"Illinois","12,045,000","4,050.8","811.9","2,799.4","439.5"
"223",1998,"Indiana","5,899,000","25,423","454","1,952",NA,"6,561","16,456","Indiana","5,899,000","220,529","46,552","152,790","21,187","Indiana","5,899,000","431",7.7,33.1,NA,NA,NA,"Indiana","5,899,000","3,738.4","789.2","2,590.1","359.2"
"224",1998,"Iowa","2,862,000","8,916","54","728",NA,"1,456","6,678","Iowa","2,862,000","91,272","19,282","66,016","5,974","Iowa","2,862,000","311.5",1.9,25.4,NA,NA,NA,"Iowa","2,862,000","3,189.1","673.7","2,306.6","208.7"
"225",1998,"Kansas","2,629,000","10,972","173","1,128",NA,"2,287","7,384","Kansas","2,629,000","117,114","24,984","85,329","6,801","Kansas","2,629,000","417.3",6.6,42.9,NA,NA,NA,"Kansas","2,629,000","4,454.7","950.3","3,245.7","258.7"
"226",1998,"Kentucky","3,936,000","12,909","237","1,107",NA,"3,468","8,097","Kentucky","3,936,000","109,721","27,998","71,971","9,752","Kentucky","3,936,000","328",6,28.1,NA,NA,NA,"Kentucky","3,936,000","2,787.6","711.3","1,828.5","247.8"
"227",1998,"Louisiana","4,369,000","34,057","560","1,609",NA,"8,651","23,237","Louisiana","4,369,000","232,378","51,210","157,507","23,661","Louisiana","4,369,000","779.5",12.8,36.8,NA,NA,NA,"Louisiana","4,369,000","5,318.8","1,172.1","3,605.1","541.6"
"228",1998,"Maine","1,244,000","1,566","26","225",NA,"263","1,052","Maine","1,244,000","36,261","8,295","26,457","1,509","Maine","1,244,000","125.9",2.1,18.1,NA,NA,NA,"Maine","1,244,000","2,914.9","666.8","2,126.8","121.3"
"229",1998,"Maryland","5,135,000","40,903","513","1,714",NA,"15,339","23,337","Maryland","5,135,000","234,624","47,393","159,019","28,212","Maryland","5,135,000","796.6",10,33.4,NA,NA,NA,"Maryland","5,135,000","4,569.1","922.9","3,096.8","549.4"
"230",1998,"Massachusetts","6,147,000","38,192","124","1,687",NA,"5,938","30,443","Massachusetts","6,147,000","173,011","37,333","109,275","26,403","Massachusetts","6,147,000","621.3",2,27.4,NA,"96.6",NA,"Massachusetts","6,147,000","2,814.6","607.3","1,777.7","429.5"
"231",1998,"Michigan","9,817,000","60,947","721","4,946",NA,"15,293","39,987","Michigan","9,817,000","398,773","82,249","258,186","58,338","Michigan","9,817,000","620.8",7.3,50.4,NA,NA,NA,"Michigan","9,817,000","4,062.1","837.8","2,630.0","594.3"
"232",1998,"Minnesota","4,725,000","14,656","121","2,358",NA,"4,371","7,806","Minnesota","4,725,000","176,541","32,486","128,689","15,366","Minnesota","4,725,000","310.2",2.6,49.9,NA,NA,NA,"Minnesota","4,725,000","3,736.3","687.5","2,723.6","325.2"
"233",1998,"Mississippi","2,752,000","11,302","315","1,026",NA,"3,394","6,567","Mississippi","2,752,000","109,345","31,498","68,525","9,322","Mississippi","2,752,000","410.7",11.4,37.3,NA,NA,NA,"Mississippi","2,752,000","3,973.3","1,144.5","2,490.0","338.7"
"234",1998,"Missouri","5,439,000","30,222","399","1,463",NA,"8,116","20,244","Missouri","5,439,000","232,284","47,455","160,363","24,466","Missouri","5,439,000","555.7",7.3,26.9,NA,NA,NA,"Missouri","5,439,000","4,270.7","872.5","2,948.4","449.8"
"235",1998,"Montana","880,000","1,797","18","235",NA,"232","1,312","Montana","880,000","36,564","4,575","29,940","2,049","Montana","880,000","204.2",2,26.7,NA,NA,NA,"Montana","880,000","4,155.0","519.9","3,402.3","232.8"
"236",1998,"Nebraska","1,663,000","7,507","51","417",NA,"1,290","5,749","Nebraska","1,663,000","65,752","10,544","49,420","5,788","Nebraska","1,663,000","451.4",3.1,25.1,NA,NA,NA,"Nebraska","1,663,000","3,953.8","634","2,971.7","348"
"237",1998,"Nevada","1,747,000","11,244","170","911",NA,"4,453","5,710","Nevada","1,747,000","81,006","19,873","47,367","13,766","Nevada","1,747,000","643.6",9.7,52.1,NA,NA,NA,"Nevada","1,747,000","4,636.9","1,137.6","2,711.3","788"
"238",1998,"New Hampshire","1,185,000","1,270","18","400",NA,"255","597","New Hampshire","1,185,000","27,405","3,852","22,079","1,474","New Hampshire","1,185,000","107.2",1.5,33.8,NA,NA,NA,"New Hampshire","1,185,000","2,312.7","325.1","1,863.2","124.4"
"239",1998,"New Jersey","8,115,000","35,720","325","1,623",NA,"15,109","18,663","New Jersey","8,115,000","260,810","54,459","171,166","35,185","New Jersey","8,115,000","440.2",4,20,NA,NA,NA,"New Jersey","8,115,000","3,213.9","671.1","2,109.3","433.6"
"240",1998,"New Mexico","1,737,000","16,700","190","957",NA,"2,839","12,714","New Mexico","1,737,000","100,011","24,213","65,031","10,767","New Mexico","1,737,000","961.4",10.9,55.1,NA,NA,NA,"New Mexico","1,737,000","5,757.7","1,394.0","3,743.9","619.9"
"241",1998,"New York","18,175,000","115,915","924","3,843",NA,"49,125","62,023","New York","18,175,000","536,287","104,821","363,295","68,171","New York","18,175,000","637.8",5.1,21.1,NA,NA,NA,"New York","18,175,000","2,950.7","576.7","1,998.9","375.1"
"242",1998,"North Carolina","7,546,000","43,723","612","2,311",NA,"12,133","28,667","North Carolina","7,546,000","357,892","99,951","233,325","24,616","North Carolina","7,546,000","579.4",8.1,30.6,NA,NA,NA,"North Carolina","7,546,000","4,742.8","1,324.6","3,092.0","326.2"
"243",1998,"North Dakota","638,000","570","7","212",NA,"65","286","North Dakota","638,000","16,535","2,274","13,134","1,127","North Dakota","638,000","89.3",1.1,33.2,NA,NA,NA,"North Dakota","638,000","2,591.7","356.4","2,058.6","176.6"
"244",1998,"Ohio","11,209,000","40,628","443","4,543",NA,"14,960","20,682","Ohio","11,209,000","444,438","90,805","310,612","43,021","Ohio","11,209,000","362.5",4,40.5,NA,NA,"184.5","Ohio","11,209,000","3,965.0","810.1","2,771.1","383.8"
"245",1998,"Oklahoma","3,347,000","18,053","204","1,513",NA,"3,078","13,258","Oklahoma","3,347,000","149,426","38,268","97,593","13,565","Oklahoma","3,347,000","539.4",6.1,45.2,NA,NA,NA,"Oklahoma","3,347,000","4,464.5","1,143.4","2,915.8","405.3"
"246",1998,"Oregon","3,282,000","13,778","126","1,307",NA,"3,452","8,893","Oregon","3,282,000","171,545","30,442","123,841","17,262","Oregon","3,282,000","419.8",3.8,39.8,NA,NA,NA,"Oregon","3,282,000","5,226.8","927.5","3,773.3","526"
"247",1998,"Pennsylvania","12,001,000","50,470","633","3,223",NA,"19,787","26,827","Pennsylvania","12,001,000","342,318","63,777","235,873","42,668","Pennsylvania","12,001,000","420.5",5.3,26.9,NA,NA,NA,"Pennsylvania","12,001,000","2,852.4","531.4","1,965.4","355.5"
"248",1998,"Rhode Island","988,000","3,084","24","351",NA,"659","2,050","Rhode Island","988,000","31,672","6,452","21,391","3,829","Rhode Island","988,000","312.1",2.4,35.5,NA,NA,NA,"Rhode Island","988,000","3,205.7","653","2,165.1","387.6"
"249",1998,"South Carolina","3,836,000","34,647","306","1,753",NA,"5,943","26,645","South Carolina","3,836,000","186,960","44,600","126,412","15,948","South Carolina","3,836,000","903.2",8,45.7,NA,NA,NA,"South Carolina","3,836,000","4,873.8","1,162.7","3,295.4","415.7"
"250",1998,"South Dakota","738,000","1,139","10","258",NA,"149","722","South Dakota","738,000","18,227","3,458","14,006","763","South Dakota","738,000","154.3",1.4,35,NA,NA,NA,"South Dakota","738,000","2,469.8","468.6","1,897.8","103.4"
"251",1998,"Tennessee","5,431,000","38,832","460","2,485",NA,"9,667","26,220","Tennessee","5,431,000","234,588","58,432","148,057","28,099","Tennessee","5,431,000","715",8.5,45.8,NA,NA,NA,"Tennessee","5,431,000","4,319.4","1,075.9","2,726.1","517.4"
"252",1998,"Texas","19,760,000","111,566","1,346","7,913",NA,"28,677","73,630","Texas","19,760,000","898,496","194,883","606,967","96,646","Texas","19,760,000","564.6",6.8,40,NA,NA,NA,"Texas","19,760,000","4,547.0","986.3","3,071.7","489.1"
"253",1998,"Utah","2,100,000","6,599","65","875",NA,"1,385","4,274","Utah","2,100,000","109,025","17,070","84,255","7,700","Utah","2,100,000","279.5",2.1,38.4,NA,NA,NA,"Utah","2,100,000","4,768.1","694.9","3,721.7","351.5"
"254",1998,"Vermont","591,000","628","13","163",NA,"56","396","Vermont","591,000","17,924","3,966","13,084","874","Vermont","591,000","106.3",2.2,27.6,NA,NA,NA,"Vermont","591,000","3,032.8","671.1","2,213.9","147.9"
"255",1998,"Virginia","6,791,000","22,115","422","1,810",NA,"7,171","12,712","Virginia","6,791,000","226,461","38,094","170,012","18,355","Virginia","6,791,000","325.7",6.2,26.7,NA,NA,NA,"Virginia","6,791,000","3,334.7","560.9","2,503.5","270.3"
"256",1998,"Washington","5,689,000","24,380","224","2,740",NA,"6,577","14,839","Washington","5,689,000","309,419","60,446","213,773","35,200","Washington","5,689,000","428.5",3.9,48.2,NA,"115.6",NA,"Washington","5,689,000","5,438.9","1,062.5","3,757.7","618.7"
"257",1998,"West Virginia","1,811,000","4,503","78","339",NA,"676","3,410","West Virginia","1,811,000","41,627","11,110","27,127","3,390","West Virginia","1,811,000","248.6",4.3,18.7,NA,NA,NA,"West Virginia","1,811,000","2,298.6","613.5","1,497.9","187.2"
"258",1998,"Wisconsin","5,224,000","13,009","190","1,037",NA,"4,474","7,308","Wisconsin","5,224,000","172,084","29,740","128,134","14,210","Wisconsin","5,224,000","249",3.6,19.9,NA,NA,NA,"Wisconsin","5,224,000","3,294.1","569.3","2,452.8","272"
"259",1998,"Wyoming","481,000","1,191","23","133",NA,"78","957","Wyoming","481,000","17,124","2,696","13,759","669","Wyoming","481,000","247.6",4.8,27.7,NA,NA,NA,"Wyoming","481,000","3,560.1","560.5","2,860.5","139.1"
"260",1998,"United States-Total","270,248,003","1,533,887","16,974","93,144",NA,"447,186","976,583","United States-Total","270,248,003","10,951,827","2,332,735","7,376,311","1,242,781","United States-Total","270,248,003","567.6",6.3,34.5,NA,NA,NA,"United States-Total","270,248,003","4,052.5","863.2","2,729.5","459.9"
"261",1999,"Alabama","4,369,862","21,421","345","1,513",NA,"5,297","14,266","Alabama","4,369,862","171,398","38,648","119,616","13,134","Alabama","4,369,862","490.2",7.9,34.6,NA,NA,NA,"Alabama","4,369,862","3,922.3","884.4","2,737.3","300.6"
"262",1999,"Alaska","619,500","3,908","52","517",NA,"566","2,773","Alaska","619,500","23,099","3,787","16,654","2,658","Alaska","619,500","630.8",8.4,83.5,NA,NA,NA,"Alaska","619,500","3,728.7","611.3","2,688.3","429.1"
"263",1999,"Arizona","4,778,332","26,334","384","1,383",NA,"7,288","17,279","Arizona","4,778,332","255,401","49,423","167,731","38,247","Arizona","4,778,332","551.1",8,28.9,NA,NA,NA,"Arizona","4,778,332","5,345.0","1,034.3","3,510.2","800.4"
"264",1999,"Arkansas","2,551,373","10,848","143","710",NA,"2,024","7,971","Arkansas","2,551,373","92,283","21,692","63,927","6,664","Arkansas","2,551,373","425.2",5.6,27.8,NA,NA,NA,"Arkansas","2,551,373","3,617.0","850.2","2,505.6","261.2"
"265",1999,"California","33,145,121","207,879","2,005","9,363",NA,"60,039","136,472","California","33,145,121","1,053,285","223,814","660,991","168,480","California","33,145,121","627.2",6,28.2,NA,NA,NA,"California","33,145,121","3,177.8","675.3","1,994.2","508.3"
"266",1999,"Colorado","4,056,133","13,811","185","1,679",NA,"3,056","8,891","Colorado","4,056,133","151,002","26,979","109,228","14,795","Colorado","4,056,133","340.5",4.6,41.4,NA,NA,NA,"Colorado","4,056,133","3,722.8","665.1","2,692.9","364.8"
"267",1999,"Connecticut","3,282,031","11,342","107","654",NA,"4,054","6,527","Connecticut","3,282,031","99,894","19,298","69,299","11,297","Connecticut","3,282,031","345.6",3.3,19.9,NA,NA,NA,"Connecticut","3,282,031","3,043.7","588","2,111.5","344.2"
"268",1999,"Delaware","753,538","5,534","24","529",NA,"1,492","3,489","Delaware","753,538","30,922","5,245","22,634","3,043","Delaware","753,538","734.4",3.2,70.2,NA,NA,NA,"Delaware","753,538","4,103.6","696","3,003.7","403.8"
"269",1999,"District of Columbia","519,000","8,448","241","248",NA,"3,344","4,615","District of Columbia","519,000","33,420","5,067","21,701","6,652","District of Columbia","519,000","1,627.7",46.4,47.8,NA,NA,NA,"District of Columbia","519,000","6,439.3","976.3","4,181.3","1,281.7"
"270",1999,"Florida","15,111,244","129,044","859","6,990",NA,"31,969","89,226","Florida","15,111,244","808,674","181,378","534,105","93,191","Florida","15,111,244","854",5.7,46.3,NA,NA,NA,"Florida","15,111,244","5,351.5","1,200.3","3,534.5","616.7"
"271",1999,"Georgia","7,788,240","41,585","583","2,319",NA,"12,962","25,721","Georgia","7,788,240","359,383","71,429","247,834","40,120","Georgia","7,788,240","533.9",7.5,29.8,NA,NA,NA,"Georgia","7,788,240","4,614.4","917.1","3,182.2","515.1"
"272",1999,"Hawaii","1,185,497","2,785","44","354",NA,"1,044","1,343","Hawaii","1,185,497","54,539","9,421","40,458","4,660","Hawaii","1,185,497","234.9",3.7,29.9,NA,NA,NA,"Hawaii","1,185,497","4,600.5","794.7","3,412.7","393.1"
"273",1999,"Idaho","1,251,700","3,066","25","417",NA,"223","2,401","Idaho","1,251,700","36,363","7,641","26,824","1,898","Idaho","1,251,700","244.9",2,33.3,NA,NA,NA,"Idaho","1,251,700","2,905.1","610.4","2,143.0","151.6"
"274",1999,"Illinois","12,128,370","83,621","939","4,297",NA,"26,365","52,020","Illinois","12,128,370","463,939","86,317","320,954","56,668","Illinois","12,128,370","689.5",7.7,35.4,NA,NA,NA,"Illinois","12,128,370","3,825.2","711.7","2,646.3","467.2"
"275",1999,"Indiana","5,942,901","22,261","391","1,607",NA,"6,496","13,767","Indiana","5,942,901","201,547","42,463","138,794","20,290","Indiana","5,942,901","374.6",6.6,27,NA,NA,NA,"Indiana","5,942,901","3,391.4","714.5","2,335.5","341.4"
"276",1999,"Iowa","2,869,413","8,034","43","780",NA,"1,051","6,160","Iowa","2,869,413","84,463","17,012","62,316","5,135","Iowa","2,869,413","280",1.5,27.2,NA,NA,NA,"Iowa","2,869,413","2,943.6","592.9","2,171.7","179"
"277",1999,"Kansas","2,654,052","10,159","160","1,065",NA,"2,047","6,887","Kansas","2,654,052","107,644","21,874","79,722","6,048","Kansas","2,654,052","382.8",6,40.1,NA,NA,NA,"Kansas","2,654,052","4,055.8","824.2","3,003.8","227.9"
"278",1999,"Kentucky","3,960,825","12,212","203","1,148",NA,"3,104","7,757","Kentucky","3,960,825","104,768","25,180","70,719","8,869","Kentucky","3,960,825","308.3",5.1,29,NA,NA,"195.8","Kentucky","3,960,825","2,645.1","635.7","1,785.5","223.9"
"279",1999,"Louisiana","4,372,035","32,033","468","1,448",NA,"7,591","22,526","Louisiana","4,372,035","219,219","47,775","149,749","21,695","Louisiana","4,372,035","732.7",10.7,33.1,NA,NA,NA,"Louisiana","4,372,035","5,014.1","1,092.7","3,425.2","496.2"
"280",1999,"Maine","1,253,040","1,404","25","239",NA,"243","897","Maine","1,253,040","34,618","7,532","25,392","1,694","Maine","1,253,040","112",2,19.1,NA,NA,NA,"Maine","1,253,040","2,762.7","601.1","2,026.4","135.2"
"281",1999,"Maryland","5,171,634","38,447","465","1,551",NA,"13,636","22,795","Maryland","5,171,634","215,973","43,230","147,296","25,447","Maryland","5,171,634","743.4",9,30,NA,NA,NA,"Maryland","5,171,634","4,176.1","835.9","2,848.2","492"
"282",1999,"Massachusetts","6,175,169","34,023","122","1,663",NA,"5,931","26,307","Massachusetts","6,175,169","167,437","32,964","108,845","25,628","Massachusetts","6,175,169","551",2,26.9,NA,NA,NA,"Massachusetts","6,175,169","2,711.5","533.8","1,762.6","415"
"283",1999,"Michigan","9,863,775","56,709","695","4,849",NA,"14,103","37,062","Michigan","9,863,775","369,887","76,736","236,351","56,800","Michigan","9,863,775","574.9",7,49.2,NA,NA,NA,"Michigan","9,863,775","3,750.0","778","2,396.2","575.8"
"284",1999,"Minnesota","4,775,508","13,085","134","2,038",NA,"3,917","6,996","Minnesota","4,775,508","158,717","27,706","117,736","13,275","Minnesota","4,775,508","274",2.8,42.7,NA,NA,NA,"Minnesota","4,775,508","3,323.6","580.2","2,465.4","278"
"285",1999,"Mississippi","2,768,619","9,671","213","1,156",NA,"3,091","5,211","Mississippi","2,768,619","108,560","29,109","65,919","13,532","Mississippi","2,768,619","349.3",7.7,41.8,NA,NA,NA,"Mississippi","2,768,619","3,921.1","1,051.4","2,380.9","488.8"
"286",1999,"Missouri","5,468,338","27,353","359","1,439",NA,"7,149","18,406","Missouri","5,468,338","223,010","42,476","157,550","22,984","Missouri","5,468,338","500.2",6.6,26.3,NA,NA,NA,"Missouri","5,468,338","4,078.2","776.8","2,881.1","420.3"
"287",1999,"Montana","882,779","2,090","22","293",NA,"239","1,536","Montana","882,779","29,103","3,876","23,353","1,874","Montana","882,779","236.8",2.5,33.2,NA,"27.1",NA,"Montana","882,779","3,296.7","439.1","2,645.4","212.3"
"288",1999,"Nebraska","1,666,028","7,167","60","414",NA,"1,264","5,429","Nebraska","1,666,028","61,277","10,158","45,679","5,440","Nebraska","1,666,028","430.2",3.6,24.8,NA,NA,NA,"Nebraska","1,666,028","3,678.0","609.7","2,741.8","326.5"
"289",1999,"Nevada","1,809,253","10,311","165","943",NA,"4,209","4,994","Nevada","1,809,253","73,874","17,613","43,167","13,094","Nevada","1,809,253","569.9",9.1,52.1,NA,NA,NA,"Nevada","1,809,253","4,083.1","973.5","2,385.9","723.7"
"290",1999,"New Hampshire","1,201,134","1,159","18","345",NA,"257","539","New Hampshire","1,201,134","26,247","3,698","21,195","1,354","New Hampshire","1,201,134","96.5",1.5,28.7,NA,NA,NA,"New Hampshire","1,201,134","2,185.2","307.9","1,764.6","112.7"
"291",1999,"New Jersey","8,143,412","33,540","287","1,409",NA,"14,243","17,601","New Jersey","8,143,412","243,333","46,998","160,978","35,357","New Jersey","8,143,412","411.9",3.5,17.3,NA,NA,NA,"New Jersey","8,143,412","2,988.1","577.1","1,976.8","434.2"
"292",1999,"New Mexico","1,739,844","14,520","170","944",NA,"2,579","10,827","New Mexico","1,739,844","89,220","21,481","59,613","8,126","New Mexico","1,739,844","834.6",9.8,54.3,NA,NA,NA,"New Mexico","1,739,844","5,128.0","1,234.7","3,426.3","467.1"
"293",1999,"New York","18,196,601","107,147","903","3,563",NA,"43,821","58,860","New York","18,196,601","489,596","93,217","338,118","58,261","New York","18,196,601","588.8",5,19.6,NA,NA,NA,"New York","18,196,601","2,690.6","512.3","1,858.1","320.2"
"294",1999,"North Carolina","7,650,789","41,474","552","2,155",NA,"12,087","26,680","North Carolina","7,650,789","354,497","98,457","230,463","25,577","North Carolina","7,650,789","542.1",7.2,28.2,NA,NA,NA,"North Carolina","7,650,789","4,633.5","1,286.9","3,012.3","334.3"
"295",1999,"North Dakota","633,666","424","10","142",NA,"56","216","North Dakota","633,666","14,748","2,337","11,375","1,036","North Dakota","633,666","66.9",1.6,22.4,NA,NA,NA,"North Dakota","633,666","2,327.4","368.8","1,795.1","163.5"
"296",1999,"Ohio","11,256,654","35,616","397","4,129",NA,"14,405","16,685","Ohio","11,256,654","414,264","87,023","288,049","39,192","Ohio","11,256,654","316.4",3.5,36.7,NA,NA,NA,"Ohio","11,256,654","3,680.2","773.1","2,558.9","348.2"
"297",1999,"Oklahoma","3,358,044","17,066","231","1,375",NA,"2,785","12,675","Oklahoma","3,358,044","140,220","34,472","93,616","12,132","Oklahoma","3,358,044","508.2",6.9,40.9,NA,NA,"377.5","Oklahoma","3,358,044","4,175.6","1,026.5","2,787.8","361.3"
"298",1999,"Oregon","3,316,154","12,432","88","1,219",NA,"2,858","8,267","Oregon","3,316,154","153,434","26,749","113,052","13,633","Oregon","3,316,154","374.9",2.7,36.8,NA,NA,NA,"Oregon","3,316,154","4,626.9","806.6","3,409.1","411.1"
"299",1999,"Pennsylvania","11,994,016","50,431","592","3,279",NA,"18,670","27,890","Pennsylvania","11,994,016","323,021","56,037","227,750","39,234","Pennsylvania","11,994,016","420.5",4.9,27.3,NA,NA,NA,"Pennsylvania","11,994,016","2,693.2","467.2","1,898.9","327.1"
"300",1999,"Rhode Island","990,819","2,840","36","391",NA,"788","1,625","Rhode Island","990,819","32,657","6,341","22,284","4,032","Rhode Island","990,819","286.6",3.6,39.5,NA,NA,NA,"Rhode Island","990,819","3,296.0","640","2,249.0","406.9"
"301",1999,"South Carolina","3,885,736","32,920","258","1,587",NA,"5,760","25,315","South Carolina","3,885,736","173,987","39,630","119,912","14,445","South Carolina","3,885,736","847.2",6.6,40.8,NA,NA,NA,"South Carolina","3,885,736","4,477.6","1,019.9","3,086.0","371.7"
"302",1999,"South Dakota","733,133","1,227","18","336",NA,"103","770","South Dakota","733,133","18,159","3,255","14,043","861","South Dakota","733,133","167.4",2.5,45.8,NA,NA,NA,"South Dakota","733,133","2,476.9","444","1,915.5","117.4"
"303",1999,"Tennessee","5,483,535","38,111","391","2,415",NA,"8,598","26,707","Tennessee","5,483,535","219,302","51,362","142,685","25,255","Tennessee","5,483,535","695",7.1,44,NA,NA,NA,"Tennessee","5,483,535","3,999.3","936.7","2,602.1","460.6"
"304",1999,"Texas","20,044,141","112,306","1,217","7,614",NA,"29,405","74,070","Texas","20,044,141","896,261","190,362","613,862","92,037","Texas","20,044,141","560.3",6.1,38,NA,NA,NA,"Texas","20,044,141","4,471.4","949.7","3,062.6","459.2"
"305",1999,"Utah","2,129,836","5,869","44","806",NA,"1,158","3,861","Utah","2,129,836","100,130","14,592","78,156","7,382","Utah","2,129,836","275.6",2.1,37.8,NA,NA,NA,"Utah","2,129,836","4,701.3","685.1","3,669.6","346.6"
"306",1999,"Vermont","593,740","676","17","136",NA,"65","458","Vermont","593,740","16,059","3,537","11,610","912","Vermont","593,740","113.9",2.9,22.9,NA,"10.9",NA,"Vermont","593,740","2,704.7","595.7","1,955.4","153.6"
"307",1999,"Virginia","6,872,912","21,626","392","1,720",NA,"6,947","12,567","Virginia","6,872,912","210,260","32,411","159,896","17,953","Virginia","6,872,912","314.7",5.7,25,NA,NA,NA,"Virginia","6,872,912","3,059.3","471.6","2,326.5","261.2"
"308",1999,"Washington","5,756,361","21,716","171","2,711",NA,"5,808","13,026","Washington","5,756,361","280,793","54,652","192,334","33,807","Washington","5,756,361","377.3",3,47.1,NA,NA,NA,"Washington","5,756,361","4,878.0","949.4","3,341.2","587.3"
"309",1999,"West Virginia","1,806,928","6,336","79","337",NA,"661","5,259","West Virginia","1,806,928","42,825","10,303","28,760","3,762","West Virginia","1,806,928","350.7",4.4,18.7,NA,NA,NA,"West Virginia","1,806,928","2,370.0","570.2","1,591.7","208.2"
"310",1999,"Wisconsin","5,250,446","12,908","179","1,055",NA,"4,449","7,225","Wisconsin","5,250,446","160,154","25,633","120,702","13,819","Wisconsin","5,250,446","245.8",3.4,20.1,NA,NA,NA,"Wisconsin","5,250,446","3,050.3","488.2","2,298.9","263.2"
"311",1999,"Wyoming","479,602","1,115","11","137",NA,"74","893","Wyoming","479,602","15,468","2,349","12,523","596","Wyoming","479,602","232.5",2.3,28.6,NA,"15.4",NA,"Wyoming","479,602","3,225.2","489.8","2,611.1","124.3"
"312",1999,"United States-Total","272,690,813","1,426,044","15,522","89,411",NA,"409,371","911,740","United States-Total","272,690,813","10,208,334","2,100,739","6,955,520","1,152,075","United States-Total","272,690,813","523",5.7,32.8,NA,NA,NA,"United States-Total","272,690,813","3,743.6","770.4","2,550.7","422.5"
"313",2000,"Alabama","4,447,100","21,620","329","1,482",NA,"5,702","14,107","Alabama","4,447,100","180,539","40,331","127,399","12,809","Alabama","4,447,100","486.2",7.4,33.3,NA,NA,NA,"Alabama","4,447,100","4,059.7","906.9","2,864.8","288"
"314",2000,"Alaska","626,932","3,554","27","497",NA,"490","2,540","Alaska","626,932","23,087","3,899","16,838","2,350","Alaska","626,932","566.9",4.3,79.3,NA,NA,NA,"Alaska","626,932","3,682.5","621.9","2,685.8","374.8"
"315",2000,"Arizona","5,130,632","27,281","359","1,577",NA,"7,504","17,841","Arizona","5,130,632","271,811","51,902","176,705","43,204","Arizona","5,130,632","531.7",7,30.7,NA,NA,NA,"Arizona","5,130,632","5,297.8","1,011.6","3,444.1","842.1"
"316",2000,"Arkansas","2,673,400","11,904","168","848",NA,"2,001","8,887","Arkansas","2,673,400","98,115","21,443","69,740","6,932","Arkansas","2,673,400","445.3",6.3,31.7,NA,NA,NA,"Arkansas","2,673,400","3,670.0","802.1","2,608.7","259.3"
